,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
9118,32,non,bac+2,oui,3718,veuf,0.0,0.0,1706054400.0,,5000.0,500.0,22.717466914386847
9119,27,oui,bac+2,non,1497,divorcé,2.0,0.32,1735257600.0,653.0,,18537.775217043447,27.866921038118317
9120,65,non,bac+2,oui,3187,veuf,,0.85,1597017600.0,666.0,10000.0,500.0,33.1286598565641
9121,39,non,bac,non,2920,veuf,,0.46,1660348800.0,510.0,,4932.203578556952,20.281332486885628
9122,19,oui,doctorat,non,976,,,0.3,1697760000.0,849.0,260.17,34464.11776992849,23.52660013453344
9123,34,non,master,non,1723,divorcé,,0.49,1677542400.0,805.0,199.15,24589.35419822717,22.53592683988968
9124,36,non,aucun,non,5180,veuf,1.0,0.36,1681603200.0,813.0,,9538.811481196964,34.50093474725622
9125,45,oui,aucun,oui,1693,marié,,0.21,1699920000.0,,5000.0,500.0,28.787244299334294
9126,19,oui,doctorat,oui,4243,marié,5.0,0.19,1620259200.0,,631.84,500.0,22.153279410896904
9127,46,non,bac,non,1664,marié,5.0,0.99,1740700800.0,352.0,891.64,6195.615759733195,20.337200708329817
9128,39,non,master,oui,3203,marié,,0.98,1727568000.0,766.0,,500.0,23.049294072598737
9129,37,oui,bac+2,oui,4392,,3.0,0.77,1627171200.0,,10000.0,6882.323301586739,24.277456312876517
9130,37,non,master,oui,4061,célibataire,,0.51,1683331200.0,,787.18,27196.21797845787,16.861633273913558
9131,69,non,bac+2,oui,2173,,5.0,0.96,1621296000.0,659.0,,500.0,30.10976700307583
9132,66,non,doctorat,oui,1792,marié,,0.45,1613520000.0,,766.64,500.0,26.019518522402027
9133,29,oui,doctorat,non,2259,veuf,4.0,0.43,1597449600.0,638.0,10000.0,13781.97087361263,26.053988749812504
9134,30,oui,aucun,non,3690,veuf,5.0,0.63,1666828800.0,728.0,10000.0,33723.11517994379,24.277456312876517
9135,37,non,aucun,non,3991,célibataire,3.0,0.95,1718582400.0,,5000.0,21749.664515694418,21.708102510552894
9136,70,oui,bac+2,non,4133,célibataire,,0.28,1640908800.0,736.0,,6772.562207582877,21.261069282645273
9137,50,oui,master,non,1386,marié,,0.63,1611014400.0,,5000.0,7889.08713242827,16.2888187169056
9138,36,non,bac,oui,500,veuf,,0.89,1688169600.0,750.0,5000.0,500.0,25.056805524615726
9139,47,non,doctorat,oui,804,divorcé,5.0,0.17,1599004800.0,,1356.88,500.0,26.442052434205753
9140,32,non,bac+2,oui,2081,célibataire,,0.81,1610409600.0,,5000.0,500.0,10.735369964449518
9141,65,oui,master,non,2336,veuf,,0.38,1676419200.0,,5000.0,33081.072313359655,18.325003733194944
9142,52,non,bac,oui,1955,veuf,0.0,0.72,1721088000.0,558.0,572.87,500.0,25.931342646402392
9143,63,oui,aucun,oui,1912,célibataire,5.0,0.13,1715040000.0,509.0,5000.0,5019.488505252746,17.653734898817234
9144,37,non,bac+2,oui,500,marié,3.0,0.29,1600905600.0,377.0,10000.0,3768.6679181945674,17.912926890831567
9145,49,non,master,non,1992,célibataire,5.0,0.15,1697932800.0,405.0,10000.0,500.0,26.737219373222953
9146,22,non,doctorat,non,1612,veuf,5.0,0.97,1666310400.0,,,23980.934760015105,14.9578962294257
9147,72,non,bac+2,oui,1740,veuf,,0.9,1734307200.0,691.0,10000.0,500.0,22.000632862569642
9148,56,oui,bac+2,oui,3061,marié,,0.25,1722816000.0,,5000.0,6959.977803282664,34.21726459936623
9149,50,oui,master,oui,3427,,1.0,0.77,1717200000.0,826.0,5000.0,500.0,19.526736558113445
9150,61,oui,aucun,oui,1999,veuf,,0.52,1728432000.0,609.0,,500.0,24.66957311732331
9151,68,oui,aucun,oui,2023,marié,,0.93,1599523200.0,,,500.0,19.080303117379987
9152,48,oui,bac+2,non,3160,marié,3.0,0.48,1621036800.0,,5000.0,6535.947124625878,23.023918111991485
9153,26,non,bac+2,non,500,marié,4.0,0.92,1745280000.0,444.0,10000.0,500.0,35.35184634694148
9154,37,non,master,non,5052,,2.0,0.68,1667088000.0,608.0,,31657.29318823927,24.095281626281142
9155,32,non,master,oui,500,veuf,3.0,0.55,1708387200.0,,560.39,500.0,36.2945153672873
9156,18,oui,doctorat,non,4688,veuf,,0.98,1606176000.0,598.0,,18246.1878902546,27.397348581300825
9157,44,non,bac+2,non,3772,célibataire,0.0,0.45,1603238400.0,790.0,5000.0,24595.33034828989,28.825444783553984
9158,24,oui,doctorat,non,3044,veuf,,0.88,1669334400.0,,5000.0,46984.31419725348,19.904332943045016
9159,58,non,bac+2,oui,2392,veuf,,0.71,1664409600.0,420.0,5000.0,18454.471486314676,21.983929379809872
9160,68,oui,master,non,2971,célibataire,,0.23,1718668800.0,324.0,10000.0,8228.784114857432,31.748385355161556
9161,27,oui,doctorat,oui,3561,veuf,,0.64,1673568000.0,,5000.0,18883.572206274792,30.446685497700006
9162,55,oui,master,non,743,marié,0.0,0.89,1661385600.0,,,34109.138476169464,15.938295564075187
9163,23,non,master,non,958,marié,3.0,0.22,1651276800.0,,10000.0,21746.439778030966,30.897894899462614
9164,38,non,bac,oui,3674,divorcé,1.0,0.59,1725580800.0,678.0,,500.0,20.398790434584992
9165,51,non,bac,oui,2954,veuf,2.0,0.37,1650585600.0,,373.72,500.0,35.26645604291143
9166,55,oui,master,oui,2792,,3.0,0.96,1730592000.0,437.0,5000.0,500.0,16.34531691221205
9167,32,oui,bac+2,non,2396,veuf,,0.52,1721433600.0,846.0,5000.0,30459.07679979836,29.542859960852248
9168,45,non,aucun,non,2158,,3.0,0.48,1634169600.0,410.0,,500.0,23.891702004905714
9169,26,oui,bac+2,oui,710,marié,2.0,0.73,1659484800.0,,1019.56,17050.430121137124,33.16464568208397
9170,70,non,aucun,oui,1869,célibataire,,0.55,1588464000.0,542.0,,500.0,17.016443489032667
9171,68,non,doctorat,oui,500,veuf,,0.52,1623024000.0,499.0,10000.0,500.0,26.322764289630282
9172,27,oui,master,oui,2073,célibataire,3.0,0.21,1717200000.0,,10000.0,10634.64480043792,16.440399689287478
9173,67,oui,doctorat,non,1605,,3.0,0.8,1600214400.0,560.0,,34524.33024812697,20.564710128454514
9174,18,oui,bac+2,non,3761,marié,,0.73,1586390400.0,,,3976.94883266266,21.52055212728155
9175,33,oui,doctorat,oui,3502,célibataire,,0.2,1601337600.0,,10000.0,7270.635121353818,21.246545374406033
9176,23,oui,bac+2,oui,2926,divorcé,3.0,0.57,1640131200.0,357.0,10000.0,500.0,19.58768660531167
9177,33,oui,aucun,oui,1499,marié,0.0,0.64,1715040000.0,,,500.0,20.65754000210077
9178,49,oui,master,oui,1679,célibataire,5.0,0.19,1710201600.0,,118.96,500.0,18.747688788366112
9179,34,oui,bac,non,3721,divorcé,,0.36,1588550400.0,,10000.0,500.0,29.1385904206884
9180,21,non,bac,non,2871,,,0.01,1736467200.0,,975.86,22119.23565053346,24.921732072457427
9181,46,non,bac+2,oui,1317,divorcé,5.0,0.31,1742428800.0,780.0,,500.0,22.96183822124063
9182,22,non,bac,oui,2932,veuf,2.0,0.89,1610064000.0,,,500.0,13.873367697226152
9183,73,non,master,non,1668,,4.0,0.85,1736294400.0,395.0,,500.0,34.48247551333733
9184,26,non,master,oui,670,veuf,,0.85,1648771200.0,,10000.0,500.0,30.190119149145975
9185,32,non,bac+2,non,633,,,0.57,1622937600.0,,,1415.2248058808916,17.983223748446694
9186,26,non,doctorat,oui,500,,,0.6,1718841600.0,726.0,,9402.34014709777,24.471627588793844
9187,36,non,doctorat,oui,2954,célibataire,5.0,0.95,1699056000.0,,10000.0,500.0,23.421077919577943
9188,65,oui,master,non,2840,célibataire,,0.02,1617408000.0,,10000.0,3483.864473984333,19.951020408163266
9189,74,oui,master,oui,2992,divorcé,,0.01,1608336000.0,379.0,10000.0,18810.38846926519,35.311325014709894
9190,44,non,master,oui,2770,veuf,5.0,0.94,1676419200.0,,736.74,5709.977901100084,33.47393721918021
9191,46,oui,aucun,oui,3332,marié,,0.05,1704844800.0,,10000.0,500.0,24.43685289047627
9192,20,non,master,non,1512,veuf,1.0,0.58,1731801600.0,,1118.44,21694.56360776538,22.52670883351401
9193,24,non,master,non,975,,5.0,0.37,1592265600.0,,1213.07,3826.860452254121,27.59259259259259
9194,62,oui,master,non,1628,marié,0.0,0.2,1670025600.0,717.0,,31664.360701815047,22.34671256777017
9195,23,oui,aucun,oui,3024,célibataire,1.0,0.88,1612915200.0,,658.48,17093.120745564167,27.111507509191565
9196,22,non,aucun,non,2859,veuf,,0.67,1672876800.0,407.0,,500.0,11.869121809041925
9197,31,oui,bac,non,687,,4.0,0.96,1673913600.0,,10000.0,500.0,25.11132373355537
9198,65,non,aucun,oui,1542,veuf,,0.83,1668124800.0,,,500.0,29.584950744241993
9199,55,oui,doctorat,oui,2692,célibataire,3.0,0.93,1748217600.0,,,500.0,21.138908918319473
9200,55,oui,bac+2,oui,1827,,4.0,0.38,1656460800.0,,,10500.064030023874,26.511976647367238
9201,25,oui,aucun,oui,1683,,,0.85,1620432000.0,705.0,5000.0,500.0,22.590064173327928
9202,22,non,doctorat,non,1183,,2.0,0.19,1682899200.0,365.0,,9419.425697317196,22.032526692249455
9203,58,oui,bac,oui,3369,veuf,,0.99,1681344000.0,562.0,641.38,500.0,29.560371137808904
9204,20,non,bac,non,4216,divorcé,,0.18,1734134400.0,,1202.26,16804.974894140836,13.858561155268292
9205,62,non,bac+2,oui,1521,divorcé,,0.51,1660521600.0,,10000.0,500.0,47.56818696242643
9206,57,oui,aucun,non,3830,divorcé,1.0,0.47,1599177600.0,620.0,10000.0,915.6606223588814,17.96474698572601
9207,34,non,aucun,oui,500,marié,5.0,0.35,1664496000.0,,10000.0,500.0,32.51859353566529
9208,65,oui,bac,oui,1633,veuf,,0.94,1667174400.0,649.0,397.09,500.0,21.15355946300089
9209,24,non,aucun,non,683,,,0.26,1643328000.0,586.0,,500.0,28.53881278538813
9210,27,non,bac+2,non,500,veuf,,0.51,1743292800.0,462.0,5000.0,3905.7218978084647,20.870900669884183
9211,53,oui,bac,oui,3246,marié,,0.84,1685145600.0,319.0,641.91,500.0,22.91250585429665
9212,24,non,bac,oui,1745,marié,,0.5,1701734400.0,643.0,1201.21,500.0,19.41100954959166
9213,66,non,master,non,1495,marié,,0.76,1639353600.0,,311.44,500.0,34.011568539836524
9214,50,oui,bac,non,2627,,4.0,0.18,1592179200.0,777.0,5000.0,15116.272772127171,33.31758126449645
9215,74,non,bac,oui,3834,veuf,2.0,0.23,1691884800.0,,,3962.233440941154,17.615602390688892
9216,37,non,bac,oui,2998,divorcé,,0.9,1686528000.0,769.0,,9655.213065876886,29.568663313519274
9217,45,oui,doctorat,oui,2328,,,0.18,1643500800.0,536.0,,14703.794359182844,28.96617762730413
9218,27,oui,aucun,non,931,célibataire,1.0,0.83,1607040000.0,,,500.0,24.41728022019947
9219,29,non,master,non,1428,célibataire,3.0,0.84,1584835200.0,453.0,,500.0,25.33826934787442
9220,61,non,aucun,oui,2655,divorcé,,0.48,1719619200.0,394.0,5000.0,500.0,23.93170930672959
9221,72,oui,master,oui,5301,divorcé,,0.39,1687219200.0,797.0,-3.76,9710.106903033928,14.579018279072573
9222,21,non,bac,oui,2245,,,0.08,1727308800.0,554.0,,500.0,13.545787391633702
9223,34,oui,bac+2,non,2376,marié,,0.12,1608854400.0,467.0,5000.0,3197.803008905609,24.22467579308897
9224,50,non,bac,non,1754,célibataire,5.0,0.22,1721692800.0,415.0,,500.0,20.00153277348395
9225,24,non,doctorat,oui,2369,,,0.93,1708214400.0,,5000.0,500.0,26.999773876893784
9226,26,oui,bac+2,oui,3243,divorcé,,0.25,1651017600.0,544.0,5000.0,21284.429701492754,17.99015275849009
9227,42,oui,doctorat,non,2411,marié,4.0,0.96,1740614400.0,717.0,,5066.779932853132,25.071107146342005
9228,18,non,doctorat,oui,2824,célibataire,3.0,0.89,1730505600.0,,5000.0,32490.83051440217,18.438722845855406
9229,32,non,bac+2,oui,2243,marié,3.0,0.98,1640044800.0,,5000.0,500.0,28.968233421693206
9230,56,non,bac+2,non,4279,veuf,,0.38,1724025600.0,727.0,159.97,500.0,20.491552170402574
9231,20,non,aucun,non,3633,marié,0.0,0.54,1582416000.0,393.0,10000.0,500.0,24.815435200694832
9232,41,non,bac+2,oui,1825,marié,,0.01,1632009600.0,,456.89,500.0,27.263899652220726
9233,75,non,master,oui,4044,marié,,0.06,1592179200.0,419.0,5000.0,500.0,29.43430867530198
9234,48,oui,bac+2,non,3246,,5.0,0.4,1708300800.0,775.0,10000.0,500.0,24.482599144409757
9235,34,non,aucun,oui,2566,marié,,0.24,1741392000.0,,5000.0,500.0,12.922622063134815
9236,25,oui,bac+2,oui,3870,,2.0,0.04,1594425600.0,825.0,10000.0,38099.07451786645,29.005093294382494
9237,41,non,master,oui,3268,veuf,,0.52,1595203200.0,,5000.0,15306.07277557496,23.117879970067097
9238,69,non,aucun,non,762,marié,2.0,0.28,1727049600.0,,685.98,500.0,18.333333333333332
9239,73,non,bac,non,3221,veuf,,0.79,1692057600.0,780.0,,500.0,16.11388314487823
9240,30,non,bac,oui,1015,,3.0,0.54,1599004800.0,,10000.0,500.0,23.064097784000193
9241,29,oui,doctorat,non,2395,célibataire,4.0,0.43,1687910400.0,588.0,10000.0,3927.047408384094,25.25915586818559
9242,19,non,bac+2,oui,3594,célibataire,2.0,0.05,1577836800.0,400.0,5000.0,3758.561042077933,21.901145146957735
9243,49,non,bac,oui,3828,,1.0,0.8,1636675200.0,,1044.86,16350.916476579798,20.882755855524742
9244,28,oui,master,non,3076,divorcé,,0.18,1586217600.0,,5000.0,25969.46919369765,18.039387035360942
9245,44,non,master,oui,1870,marié,,0.07,1585008000.0,,,500.0,13.16089041649224
9246,36,oui,bac,oui,2898,,5.0,0.55,1621728000.0,,5000.0,522.4712627779714,21.45320204814982
9247,38,oui,doctorat,oui,1506,célibataire,0.0,0.29,1741651200.0,526.0,,14833.934599885932,28.314320020307225
9248,63,non,aucun,oui,2837,divorcé,1.0,0.88,1633132800.0,,10000.0,500.0,23.62122194139553
9249,45,oui,doctorat,non,2806,marié,2.0,0.98,1622073600.0,481.0,179.05,54037.335102736135,23.626023324174422
9250,60,oui,master,non,747,divorcé,,0.65,1678320000.0,,,18330.12537446786,12.191694769556305
9251,68,non,bac+2,non,2562,veuf,3.0,0.67,1626134400.0,466.0,,500.0,25.415082762401653
9252,33,non,doctorat,non,4002,veuf,5.0,0.39,1731283200.0,429.0,10000.0,500.0,22.579472215708552
9253,25,non,master,non,5026,,2.0,0.75,1596067200.0,,,28276.338472989417,24.372818268991516
9254,18,non,master,non,4155,divorcé,,0.75,1677369600.0,,818.71,500.0,23.85180935313248
9255,36,oui,master,oui,1390,,,0.13,1728518400.0,,10000.0,28631.10637101753,22.619059522951616
9256,41,non,master,non,2576,marié,,0.95,1739750400.0,,5000.0,29093.62054393305,19.89884477073973
9257,25,non,master,oui,2297,veuf,,0.06,1640908800.0,,755.27,12918.638194773624,28.248142234222136
9258,35,non,bac+2,non,3434,,,0.61,1624492800.0,767.0,,28435.711543176865,15.299871877601024
9259,33,oui,master,oui,2547,divorcé,5.0,0.54,1596240000.0,663.0,,25742.295868701567,23.710596433408725
9260,60,non,doctorat,oui,3869,,,0.2,1597190400.0,,432.56,22835.43822794536,33.10057482350218
9261,57,oui,doctorat,oui,3776,veuf,,0.96,1685491200.0,553.0,5000.0,36911.577614914895,27.462482888948834
9262,57,oui,bac+2,oui,1122,,2.0,0.79,1611014400.0,,5000.0,500.0,11.922261935782025
9263,55,oui,bac+2,non,1634,divorcé,,0.16,1616112000.0,,5000.0,20643.104260451564,30.376570176312818
9264,58,oui,master,non,3264,divorcé,,0.51,1669593600.0,,10000.0,41165.93030915998,23.38190178031997
9265,71,non,aucun,non,1882,veuf,1.0,0.36,1626480000.0,654.0,,500.0,22.805227093100882
9266,33,non,bac+2,non,2949,divorcé,,0.61,1580169600.0,558.0,5000.0,500.0,25.269310024747995
9267,57,oui,aucun,oui,2658,veuf,,0.17,1672790400.0,,,500.0,21.30304081396693
9268,37,oui,bac+2,non,4324,,0.0,0.58,1654732800.0,,,4709.420129185195,17.959922764941197
9269,59,oui,aucun,oui,2316,veuf,,0.13,1740700800.0,501.0,10000.0,500.0,27.18474810930389
9270,43,non,bac,oui,2767,célibataire,,0.94,1599523200.0,655.0,10000.0,500.0,21.287825253407
9271,46,oui,bac+2,non,5068,célibataire,,0.85,1584576000.0,,5000.0,1416.2872935920193,16.727719386286246
9272,34,non,aucun,non,4660,,,0.07,1698364800.0,,,18661.2179730178,21.236048903190984
9273,61,non,master,non,3001,marié,,0.63,1613779200.0,,,13730.15598444963,21.801972870004125
9274,36,non,bac+2,oui,1010,marié,1.0,0.53,1625788800.0,,10000.0,500.0,29.336152381349144
9275,67,oui,bac,oui,3330,célibataire,2.0,0.24,1605312000.0,,10000.0,26756.546790878776,24.783274287243263
9276,31,non,doctorat,non,3013,divorcé,2.0,0.68,1730160000.0,,,18514.385768524266,36.919603049164394
9277,20,non,doctorat,oui,3857,célibataire,,0.33,1644883200.0,,5000.0,36513.81236551382,31.755804093151905
9278,49,non,bac+2,oui,4038,,3.0,0.58,1595462400.0,,10000.0,12007.31276175215,22.65904403894849
9279,29,non,bac+2,oui,916,marié,2.0,0.99,1694131200.0,477.0,5000.0,500.0,27.75436123510362
9280,41,non,doctorat,oui,850,divorcé,,0.42,1715472000.0,,739.54,500.0,29.5547862520986
9281,33,non,bac+2,non,4970,marié,,0.27,1656633600.0,,5000.0,6573.573147267467,22.993891788296196
9282,32,non,doctorat,non,1932,célibataire,,0.58,1589846400.0,691.0,,26537.067900886177,16.77896683841987
9283,75,oui,master,oui,2547,veuf,,0.56,1724371200.0,,,1530.8121983045053,14.114502116284251
9284,21,non,aucun,non,2275,marié,,0.66,1729555200.0,572.0,10000.0,500.0,29.829486426760788
9285,64,non,bac+2,oui,1490,marié,,0.18,1597536000.0,,,500.0,24.536171979691602
9286,21,oui,master,oui,2705,divorcé,0.0,0.73,1686268800.0,,,500.0,22.978737532433072
9287,52,non,aucun,non,2540,veuf,,0.74,1612137600.0,362.0,5000.0,500.0,24.959503110352824
9288,31,non,bac,non,893,marié,3.0,0.68,1593216000.0,431.0,5000.0,500.0,18.63131378244364
9289,57,non,aucun,non,2745,célibataire,,0.64,1619827200.0,819.0,1125.05,500.0,22.26822368430691
9290,18,non,aucun,oui,2165,célibataire,1.0,0.93,1656201600.0,,865.89,500.0,25.792618747728675
9291,51,oui,master,non,1233,célibataire,0.0,0.54,1581811200.0,553.0,,21679.02684865698,35.44558243174313
9292,20,non,doctorat,non,3554,célibataire,2.0,0.21,1703721600.0,,,25920.19479649906,21.207630557839224
9293,53,non,doctorat,non,1206,célibataire,2.0,0.41,1710028800.0,849.0,10000.0,500.0,28.39881956120541
9294,32,oui,aucun,oui,728,,,0.98,1647302400.0,433.0,1234.42,500.0,23.022360163469177
9295,69,oui,doctorat,oui,4555,célibataire,,0.43,1688342400.0,368.0,10000.0,36721.39849578405,27.830386444794627
9296,63,oui,bac+2,non,2598,marié,0.0,0.42,1631664000.0,,,15273.17785794068,33.89190452127515
9297,23,non,bac+2,oui,2569,divorcé,,0.59,1669507200.0,,,500.0,42.72708580586788
9298,53,oui,aucun,non,2209,célibataire,,0.58,1728691200.0,473.0,10000.0,13682.045223021572,16.118835667213894
9299,21,oui,aucun,non,2713,divorcé,,0.71,1624233600.0,376.0,5000.0,14091.442916230162,24.075717077334282
9300,37,non,bac,oui,3979,veuf,1.0,0.68,1652054400.0,336.0,10000.0,500.0,15.950685860274293
9301,59,oui,doctorat,non,2046,veuf,,0.12,1656633600.0,570.0,10000.0,25938.20991405411,26.511804065143288
9302,49,non,doctorat,non,3120,,,0.82,1637107200.0,,,3342.3874421526143,27.705336648600145
9303,59,non,master,non,2606,,1.0,0.23,1661299200.0,747.0,5000.0,500.0,28.52478524717169
9304,64,non,aucun,non,3091,,,0.69,1585785600.0,,10000.0,4240.810593018976,17.770208586349394
9305,24,non,doctorat,oui,1361,célibataire,,0.61,1657843200.0,746.0,5000.0,17531.398921707816,24.898294044302062
9306,42,non,bac+2,non,2833,veuf,,0.08,1715040000.0,,10000.0,500.0,24.36398422570639
9307,45,oui,doctorat,oui,1252,divorcé,,0.56,1622678400.0,,,500.0,19.356409366107528
9308,32,non,bac,oui,2030,,1.0,0.32,1666656000.0,573.0,10000.0,500.0,26.057787442527367
9309,69,oui,bac,oui,3898,célibataire,5.0,0.4,1722902400.0,,10000.0,500.0,40.36072500305979
9310,63,non,aucun,non,2639,divorcé,,0.57,1673136000.0,,,6577.8748952991255,25.056805524615726
9311,40,oui,bac,non,3414,célibataire,0.0,0.33,1687305600.0,,,11616.851420951283,15.129986507170429
9312,18,oui,doctorat,oui,2974,marié,4.0,0.62,1666137600.0,,,9729.395604890711,16.49748788252698
9313,27,non,aucun,oui,1611,,1.0,0.84,1667952000.0,517.0,10000.0,500.0,17.563946590520622
9314,62,oui,master,oui,3885,,,0.81,1732320000.0,580.0,1254.66,21056.887020306523,33.960276450899386
9315,25,oui,bac+2,oui,2194,veuf,1.0,0.96,1597363200.0,,753.99,1404.9058013863016,28.19751081644927
9316,50,oui,aucun,oui,2360,divorcé,,0.66,1619222400.0,582.0,5000.0,500.0,23.387927351591042
9317,72,oui,doctorat,non,1907,célibataire,5.0,0.46,1652054400.0,,5000.0,10784.092323369034,18.29266039337227
9318,23,oui,master,non,3791,,,0.43,1609200000.0,687.0,10000.0,14739.750944595356,21.4982678486067
9319,58,non,master,non,2442,,4.0,0.38,1627603200.0,,,10224.586391858706,22.745624697192497
9320,28,oui,master,non,2703,célibataire,0.0,0.32,1747353600.0,590.0,795.81,1993.6247000393284,18.993830749310025
9321,41,oui,doctorat,non,2738,,5.0,0.79,1598572800.0,,670.84,28158.152579265017,17.47755085983424
9322,44,oui,bac,non,3501,veuf,4.0,0.86,1738800000.0,,10000.0,500.0,30.113318952112785
9323,27,oui,aucun,non,3130,,2.0,0.69,1670198400.0,616.0,5000.0,6602.134827886023,28.00640146319158
9324,43,non,bac+2,non,2198,divorcé,,0.83,1733011200.0,,5000.0,12640.347976713218,15.850468927452615
9325,46,oui,aucun,non,2143,célibataire,,0.27,1709164800.0,,364.44,500.0,28.152712326893568
9326,67,non,doctorat,oui,2276,marié,3.0,0.6,1733616000.0,532.0,5000.0,5511.363015597929,26.757374303408778
9327,49,non,bac+2,non,500,veuf,3.0,0.66,1665014400.0,,10000.0,500.0,21.11250645886923
9328,57,oui,master,non,1938,veuf,,0.5,1617926400.0,,5000.0,500.0,32.18744897367302
9329,19,oui,doctorat,non,716,célibataire,,0.71,1655251200.0,,894.97,500.0,20.252078459427985
9330,42,oui,bac+2,oui,2392,célibataire,2.0,0.42,1647734400.0,697.0,,5656.446546203223,16.993955282170198
9331,62,non,bac,oui,3621,marié,0.0,0.83,1684454400.0,,438.47,500.0,33.85823586605921
9332,36,oui,doctorat,non,2261,divorcé,,0.35,1586304000.0,414.0,1032.85,500.0,18.442486023357514
9333,48,non,master,oui,2265,célibataire,,0.67,1634515200.0,,,500.0,19.168078979083703
9334,39,non,master,non,2359,,,0.96,1596412800.0,,814.05,8955.18112551573,33.3039453463958
9335,19,oui,doctorat,non,2329,célibataire,,0.65,1651363200.0,495.0,,31204.778779003547,29.205607476635514
9336,65,non,bac+2,oui,2322,,1.0,0.92,1614384000.0,506.0,,500.0,18.722565618561315
9337,48,non,bac+2,oui,1314,marié,1.0,0.39,1667606400.0,633.0,10000.0,500.0,21.604938271604937
9338,70,oui,aucun,oui,2807,veuf,0.0,0.75,1605657600.0,682.0,5000.0,16279.16872153137,20.072105672902914
9339,74,non,bac+2,non,3046,marié,,0.96,1702944000.0,340.0,,500.0,23.85411387989219
9340,21,oui,bac+2,oui,4231,,,0.43,1626566400.0,379.0,5000.0,43093.89793913276,23.261119639806548
9341,21,non,master,non,922,,,0.44,1680307200.0,,999.85,500.0,21.695871233544867
9342,60,non,bac,oui,5066,divorcé,,0.15,1739836800.0,,631.36,500.0,39.900314623792354
9343,29,non,bac,oui,2818,divorcé,,0.79,1714089600.0,,934.52,1418.7452903741705,13.84091752700552
9344,42,oui,master,non,2461,marié,,0.3,1696550400.0,654.0,10000.0,11354.122838148854,18.884434943670584
9345,28,non,master,non,3269,,,0.23,1664668800.0,,10000.0,500.0,27.173595066627314
9346,52,oui,bac+2,non,500,divorcé,,0.97,1607990400.0,,10000.0,3156.0732059527563,24.7992266508031
9347,61,oui,aucun,oui,3851,divorcé,,0.01,1605657600.0,,5000.0,500.0,19.122033186305394
9348,73,non,bac,oui,2643,veuf,5.0,0.15,1671235200.0,,,500.0,32.38421762194242
9349,49,non,bac+2,non,881,veuf,,0.82,1700870400.0,517.0,5000.0,18708.629855529587,25.770750306229832
9350,74,non,doctorat,oui,1734,marié,,0.8,1617408000.0,448.0,5000.0,500.0,29.214174574023055
9351,69,oui,bac+2,non,3081,célibataire,5.0,0.97,1627776000.0,,,11381.364514288996,25.233086917133768
9352,62,non,bac,non,4003,marié,,0.84,1697760000.0,692.0,,18242.460429087227,24.121072787836727
9353,75,non,bac+2,oui,2699,divorcé,,0.83,1653436800.0,,5000.0,500.0,26.536285808326014
9354,24,non,bac,oui,2553,célibataire,,0.06,1656115200.0,,,500.0,21.060703831514367
9355,46,non,bac+2,non,921,,0.0,0.35,1744243200.0,530.0,,500.0,27.667681439558198
9356,62,oui,master,oui,2535,,5.0,0.39,1589500800.0,722.0,10000.0,500.0,27.59002531735544
9357,34,non,doctorat,oui,1643,,,0.01,1643155200.0,,10000.0,500.0,23.368207501299402
9358,20,oui,bac,oui,2369,célibataire,,0.08,1600732800.0,808.0,883.86,10674.310680936598,28.870151033804998
9359,35,oui,bac+2,oui,2602,divorcé,,0.84,1692662400.0,,10000.0,20937.99508857492,26.97504222180522
9360,36,non,bac+2,non,2076,marié,5.0,0.19,1622332800.0,,,2205.812321118671,24.19659735349716
9361,44,oui,master,oui,3378,célibataire,,0.15,1728604800.0,715.0,417.64,15809.55033880786,10.075847709696612
9362,40,oui,master,non,1579,,4.0,0.23,1607990400.0,545.0,443.76,1290.923297231731,26.027582477014604
9363,25,non,aucun,oui,1962,veuf,,0.73,1680480000.0,356.0,5000.0,500.0,18.07477442273051
9364,23,oui,master,oui,2886,,2.0,0.57,1598745600.0,594.0,5000.0,7339.995463526555,30.04145660565995
9365,36,oui,doctorat,non,500,veuf,5.0,0.29,1606089600.0,,659.83,12240.302639684318,11.078878343286608
9366,44,non,aucun,oui,2085,divorcé,,0.69,1623110400.0,,10000.0,500.0,30.051593719448675
9367,52,oui,bac,non,4890,célibataire,,0.04,1621814400.0,,5000.0,11492.408274659816,19.54388217797493
9368,65,non,bac+2,oui,2831,veuf,,0.3,1688515200.0,,10000.0,12221.382583667257,26.394595828527493
9369,63,oui,bac,non,2301,veuf,5.0,0.89,1639353600.0,593.0,,500.0,24.184298171667056
9370,70,oui,bac,non,1613,,,0.56,1600560000.0,,944.28,500.0,26.26099871913434
9371,69,oui,bac,oui,3084,célibataire,0.0,0.59,1693008000.0,,10000.0,500.0,15.323100907060951
9372,61,non,bac+2,oui,1943,veuf,2.0,0.78,1687824000.0,,10000.0,500.0,14.822716040373654
9373,64,oui,master,non,2592,divorcé,,0.95,1736985600.0,828.0,,41357.03519914424,33.10154160920434
9374,20,non,bac,oui,1255,marié,2.0,0.45,1656806400.0,,5000.0,500.0,25.39605018161839
9375,70,oui,bac+2,oui,501,,,0.74,1600560000.0,,,10783.234733781324,32.73250907751675
9376,72,non,bac+2,non,877,divorcé,5.0,0.18,1713484800.0,,5000.0,500.0,28.165437928848252
