,id,age,taille,poids,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,sport_licence_oui,sport_licence_non,smoker_oui,smoker_non,situation_familiale_célibataire,situation_familiale_marié,situation_familiale_divorcé,situation_familiale_veuf,montant_pret
8303,8749,55,162.5,59.7,2,602,3.0,0.95,2021-06-07,490.0,5000.0,1,0,0,1,0,0,0,0,4960.4832601818125
8304,8750,18,161.3,89.6,3,2090,3.0,0.72,2021-11-09,774.0,10000.0,0,1,0,1,0,0,0,0,19299.944334269247
8305,8751,70,164.5,43.2,1,2368,2.0,0.11,2022-08-26,757.0,549.79,0,1,0,1,0,0,1,0,500.0
8306,8752,74,171.7,65.8,0,2277,3.0,0.49,2022-03-10,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
8307,8753,26,184.2,62.9,1,500,3.0,0.11,2021-06-14,606.0,5000.0,0,1,1,0,0,1,0,0,500.0
8308,8754,37,166.9,81.1,3,3525,5.0,0.89,2023-01-24,692.0,475.44,0,1,1,0,0,0,1,0,12251.220692097417
8309,8755,75,170.7,66.1,1,2870,3.0,0.69,2024-07-12,574.0,805.34,0,1,0,1,0,0,1,0,500.0
8310,8756,35,159.6,65.7,0,3693,1.0,0.8,2023-07-02,574.0,5000.0,0,1,0,1,0,0,0,0,13078.865833986078
8311,8757,30,165.1,55.4,1,2796,3.0,0.64,2025-05-04,574.0,10000.0,1,0,1,0,0,0,0,1,13909.636409629671
8312,8758,56,180.5,69.9,0,2152,3.0,0.31,2023-03-12,574.0,10000.0,1,0,1,0,1,0,0,0,500.0
8313,8759,57,163.0,63.8,2,999,3.0,0.65,2020-06-10,574.0,5000.0,1,0,0,1,0,1,0,0,4142.283119970395
8314,8760,22,163.7,68.4,3,2205,3.0,0.45,2021-12-10,574.0,5000.0,1,0,0,1,0,0,0,1,27435.411386574116
8315,8761,39,152.5,62.8,4,2623,3.0,0.66,2021-09-15,574.0,10000.0,0,1,0,1,1,0,0,0,20268.88343967114
8316,8762,34,173.7,81.9,1,2453,5.0,0.91,2022-12-27,695.0,5000.0,0,1,1,0,1,0,0,0,500.0
8317,8763,61,180.7,76.1,4,3485,1.0,0.84,2023-06-27,520.0,10000.0,1,0,1,0,0,0,1,0,500.0
8318,8764,19,168.8,82.3,1,1929,3.0,0.04,2022-03-06,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
8319,8765,48,167.6,64.4,3,2485,3.0,0.75,2024-08-24,574.0,5000.0,1,0,0,1,0,0,0,0,500.0
8320,8766,46,173.5,74.1,0,1850,3.0,0.96,2024-06-29,574.0,10000.0,0,1,0,1,1,0,0,0,500.0
8321,8767,71,185.0,55.7,4,772,3.0,0.74,2022-10-02,508.0,5000.0,1,0,1,0,0,0,1,0,500.0
8322,8768,51,168.3,50.0,1,2234,3.0,0.36,2020-06-06,574.0,627.06,0,1,1,0,0,1,0,0,706.8166703409001
8323,8769,23,191.7,63.8,2,1971,3.0,0.11,2021-02-12,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
8324,8770,39,158.2,34.8,4,1139,1.0,0.8,2020-02-11,574.0,10000.0,1,0,1,0,0,0,0,1,1264.6368503907277
8325,8771,57,163.4,89.4,1,2421,3.0,0.91,2024-05-31,570.0,5000.0,0,1,1,0,0,0,0,1,500.0
8326,8772,70,166.8,33.7,1,2024,3.0,0.24,2020-09-27,633.0,964.01,0,1,1,0,0,0,0,0,500.0
8327,8773,32,164.9,72.2,1,823,2.0,0.37,2020-03-29,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8328,8774,35,171.0,73.0,4,3298,2.0,0.47,2021-01-12,744.0,10000.0,0,1,0,1,0,0,0,0,500.0
8329,8776,75,154.8,77.6,2,731,3.0,0.84,2020-04-23,688.0,5000.0,0,1,1,0,0,0,0,1,500.0
8330,8777,30,176.3,53.9,4,3158,3.0,0.36,2025-05-14,574.0,204.06,1,0,1,0,0,0,1,0,6094.378605088703
8331,8778,55,164.7,86.2,2,2360,3.0,0.59,2021-04-07,574.0,448.53,1,0,1,0,0,0,1,0,500.0
8332,8779,67,168.9,57.9,1,2572,3.0,0.99,2024-09-13,574.0,10000.0,0,1,1,0,0,0,0,1,500.0
8333,8780,45,160.0,31.5,3,3085,3.0,0.47,2023-01-04,574.0,5000.0,0,1,0,1,1,0,0,0,500.0
8334,8781,53,169.2,62.3,0,1511,3.0,0.91,2020-01-31,618.0,1163.93,0,1,1,0,0,0,0,0,500.0
8335,8782,59,168.7,36.0,4,3631,3.0,0.01,2025-05-02,574.0,1289.52,0,1,0,1,0,0,1,0,500.0
8336,8783,24,153.0,66.9,2,3771,3.0,0.21,2024-10-02,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
8337,8784,39,155.6,64.0,0,756,4.0,0.34,2024-10-08,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8338,8785,72,156.8,76.4,4,2904,0.0,0.75,2020-02-21,734.0,10000.0,1,0,1,0,0,0,0,1,13566.560305943813
8339,8786,40,173.0,47.5,1,2637,3.0,0.12,2021-10-06,574.0,5000.0,0,1,1,0,0,0,0,1,500.0
8340,8787,56,181.0,88.2,0,2238,3.0,0.23,2022-04-10,574.0,440.17,1,0,1,0,0,0,0,0,500.0
8341,8788,75,156.4,57.2,4,875,4.0,0.87,2021-12-03,574.0,10000.0,1,0,1,0,0,0,1,0,6952.3503318075
8342,8789,67,158.9,77.2,0,2114,5.0,0.17,2022-01-22,574.0,5000.0,0,1,0,1,0,0,0,0,500.0
8343,8790,48,155.0,68.7,1,4735,0.0,0.53,2025-03-23,353.0,10000.0,1,0,1,0,0,0,0,1,500.0
8344,8791,25,153.3,62.8,4,624,3.0,0.45,2024-02-27,402.0,5000.0,0,1,0,1,0,0,0,1,500.0
8345,8792,68,153.0,81.6,4,3116,3.0,0.47,2022-12-12,574.0,10000.0,1,0,1,0,1,0,0,0,11399.041213028304
8346,8793,67,170.2,64.6,3,1470,3.0,0.23,2022-10-21,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
8347,8794,60,162.4,50.7,1,2646,3.0,0.25,2023-03-22,579.0,5000.0,0,1,1,0,0,1,0,0,500.0
8348,8795,28,161.6,64.8,1,3113,2.0,0.28,2020-04-30,673.0,10000.0,1,0,1,0,0,1,0,0,500.0
8349,8796,30,181.2,78.7,0,2457,3.0,0.82,2024-05-19,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8350,8797,71,177.4,60.7,4,3072,5.0,0.3,2021-07-22,574.0,10000.0,0,1,0,1,0,1,0,0,500.0
8351,8798,29,187.5,81.0,4,3595,3.0,0.03,2025-01-06,687.0,5000.0,1,0,1,0,0,1,0,0,500.0
8352,8799,34,161.5,88.7,3,3368,3.0,0.76,2022-12-06,574.0,502.01,0,1,1,0,0,0,0,1,10173.596404067392
8353,8800,66,172.0,59.7,3,2698,3.0,0.59,2022-04-26,791.0,10000.0,1,0,0,1,0,0,1,0,760.7273239358284
8354,8801,70,164.7,75.5,3,500,4.0,0.09,2020-01-06,574.0,10000.0,0,1,0,1,0,0,0,1,500.0
8355,8802,50,182.0,91.2,2,2647,5.0,0.24,2023-03-25,635.0,5000.0,1,0,1,0,1,0,0,0,15411.677193949554
8356,8803,29,169.1,54.6,2,5488,5.0,0.87,2023-01-26,445.0,10000.0,1,0,1,0,0,0,0,0,500.0
8357,8804,41,167.3,75.4,2,2445,3.0,0.41,2020-06-25,574.0,714.61,0,1,1,0,0,0,0,1,500.0
8358,8805,36,153.4,62.2,4,1289,3.0,0.17,2021-01-14,300.0,5000.0,0,1,1,0,0,1,0,0,16845.966390685764
8359,8806,27,174.6,47.7,0,2964,1.0,0.81,2021-09-16,574.0,746.49,0,1,0,1,0,0,0,0,500.0
8360,8807,58,159.6,52.1,4,2404,3.0,0.49,2024-08-31,364.0,5000.0,0,1,0,1,0,0,0,0,765.5320829533076
8361,8808,53,165.6,60.9,4,2832,1.0,0.18,2024-12-27,334.0,10000.0,0,1,1,0,1,0,0,0,9459.922690419826
8362,8809,40,174.8,87.6,4,2494,3.0,0.02,2023-03-25,657.0,5000.0,1,0,1,0,0,0,0,0,29305.18034235424
8363,8810,18,179.1,67.4,1,500,3.0,0.58,2020-04-23,456.0,5000.0,0,1,1,0,1,0,0,0,500.0
8364,8811,50,186.1,88.5,4,2521,3.0,0.26,2020-10-24,563.0,5000.0,0,1,1,0,1,0,0,0,20726.81504455149
8365,8812,53,171.2,91.6,1,2979,2.0,0.2,2024-04-12,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8366,8813,49,176.5,77.5,1,2043,3.0,0.04,2021-08-25,574.0,1102.27,0,1,0,1,0,1,0,0,2961.1210521229923
8367,8814,51,171.0,54.8,3,500,2.0,0.73,2020-02-19,839.0,936.15,0,1,1,0,0,0,0,1,500.0
8368,8815,37,164.2,58.8,2,500,5.0,0.06,2021-01-21,369.0,10000.0,0,1,1,0,0,0,1,0,500.0
8369,8816,71,171.3,81.9,0,2151,5.0,0.68,2022-02-11,574.0,10000.0,0,1,1,0,0,0,0,0,500.0
8370,8817,28,171.2,88.1,0,964,3.0,0.62,2020-08-25,794.0,1059.66,1,0,1,0,0,0,0,0,500.0
8371,8818,21,172.2,76.8,2,3326,3.0,0.59,2020-02-03,369.0,5000.0,1,0,0,1,0,0,0,0,9531.64494988254
8372,8820,20,165.6,70.8,3,1999,3.0,0.96,2021-12-07,574.0,794.53,0,1,0,1,0,1,0,0,650.4110001466537
8373,8821,31,176.3,54.5,0,3131,2.0,0.45,2020-01-02,574.0,1476.4,0,1,0,1,0,0,0,1,500.0
8374,8822,46,163.8,75.9,1,2682,3.0,0.49,2022-02-27,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
8375,8823,18,157.4,46.6,2,4167,3.0,0.91,2022-01-30,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
8376,8824,49,180.0,55.2,0,4412,3.0,0.48,2024-02-22,309.0,771.19,0,1,0,1,1,0,0,0,500.0
8377,8825,47,167.7,66.7,2,2430,3.0,0.01,2020-11-04,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
8378,8826,27,168.4,59.9,3,2470,3.0,0.85,2022-08-03,364.0,10000.0,1,0,1,0,0,0,0,1,500.0
8379,8827,33,153.8,74.5,4,2449,3.0,0.24,2024-01-04,574.0,707.91,0,1,0,1,0,0,0,0,20534.9407791114
8380,8828,43,171.7,92.4,1,2328,3.0,0.9,2022-08-31,353.0,1363.96,1,0,1,0,1,0,0,0,7493.826389518868
8381,8829,42,167.8,51.3,2,1418,3.0,0.17,2025-04-20,315.0,10000.0,0,1,0,1,0,0,0,1,500.0
8382,8830,40,179.3,47.2,0,2664,3.0,0.29,2022-02-12,839.0,10000.0,0,1,0,1,0,0,1,0,500.0
8383,8831,58,159.8,62.4,4,3193,3.0,0.45,2020-03-04,574.0,10000.0,0,1,1,0,0,0,1,0,19504.57468948292
8384,8832,72,173.4,65.2,0,3369,3.0,0.02,2022-01-06,574.0,5000.0,1,0,0,1,0,0,0,0,500.0
8385,8833,30,178.2,62.0,2,1745,1.0,0.37,2022-07-29,574.0,10000.0,0,1,1,0,0,0,0,1,500.0
8386,8834,21,168.4,74.0,2,3072,3.0,0.92,2021-11-09,546.0,10000.0,0,1,1,0,0,1,0,0,500.0
8387,8835,38,151.0,72.6,4,708,3.0,0.16,2024-02-04,334.0,5000.0,0,1,0,1,1,0,0,0,7758.773379927597
8388,8836,72,168.7,53.6,0,1817,3.0,0.27,2022-05-14,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
8389,8837,57,173.5,61.5,4,4033,3.0,0.11,2021-10-15,752.0,5000.0,0,1,1,0,0,1,0,0,29693.987556357835
8390,8838,75,176.2,76.0,2,3426,5.0,0.72,2023-04-19,623.0,790.34,1,0,0,1,0,0,0,1,12725.847573510178
8391,8839,32,155.6,71.2,3,2343,3.0,0.71,2021-06-26,574.0,10000.0,0,1,1,0,0,0,0,1,5149.506003931911
8392,8840,59,159.3,77.7,1,2326,3.0,0.04,2020-10-30,574.0,851.24,1,0,1,0,0,1,0,0,10967.85589055093
8393,8841,66,166.2,78.8,1,1730,3.0,0.31,2023-03-15,660.0,5000.0,0,1,1,0,0,0,0,0,500.0
8394,8842,72,161.2,96.2,3,2016,3.0,0.8,2020-07-25,574.0,10000.0,0,1,1,0,0,1,0,0,10885.732927505029
8395,8843,50,165.9,93.5,2,700,3.0,0.08,2025-02-17,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
8396,8844,47,168.2,73.6,1,1853,3.0,0.89,2021-11-27,574.0,10000.0,1,0,0,1,1,0,0,0,500.0
8397,8845,70,177.5,51.9,1,841,3.0,0.11,2020-10-05,325.0,639.14,1,0,1,0,0,0,0,0,500.0
8398,8846,21,169.8,77.7,0,3545,3.0,0.89,2022-02-09,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
8399,8847,37,175.2,60.1,0,828,3.0,0.53,2024-07-15,574.0,852.34,1,0,0,1,0,0,0,0,2520.6650899838264
8400,8848,62,164.7,78.8,0,2447,1.0,0.6,2020-09-19,574.0,5000.0,1,0,0,1,0,1,0,0,16346.575074947828
8401,8849,26,183.2,51.8,2,1593,3.0,0.1,2021-02-10,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8402,8850,19,171.9,86.2,2,3684,3.0,0.17,2022-02-13,574.0,5000.0,1,0,0,1,0,1,0,0,500.0
8403,8851,27,180.5,81.8,0,2333,3.0,0.05,2023-07-12,670.0,10000.0,1,0,1,0,0,0,0,1,7376.302853568039
8404,8852,21,182.1,63.1,2,2900,0.0,0.82,2024-04-25,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
8405,8853,67,172.6,70.4,3,2727,3.0,0.9,2024-01-30,621.0,529.09,1,0,1,0,0,0,0,1,6035.77598410282
8406,8854,75,156.9,72.0,4,2465,5.0,0.01,2021-07-15,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
8407,8855,37,170.8,48.7,1,3057,3.0,0.52,2022-03-07,574.0,10000.0,1,0,1,0,0,1,0,0,500.0
8408,8856,42,188.9,89.7,3,3076,0.0,0.14,2024-12-23,574.0,5000.0,0,1,1,0,0,1,0,0,8426.612848066143
8409,8857,32,160.2,79.4,4,3779,3.0,0.72,2020-08-03,684.0,5000.0,1,0,0,1,0,0,0,0,19845.84733338956
8410,8858,20,162.5,64.1,1,691,3.0,0.42,2023-10-19,574.0,740.66,1,0,0,1,1,0,0,0,500.0
8411,8859,56,172.2,77.0,2,2272,4.0,0.36,2023-01-26,574.0,5000.0,1,0,0,1,1,0,0,0,7905.095063141009
8412,8860,61,171.6,53.9,1,3842,3.0,0.89,2025-03-29,574.0,10000.0,0,1,1,0,0,0,0,1,11169.98968345818
8413,8861,69,146.9,66.2,1,3421,3.0,0.83,2022-08-11,406.0,767.9,1,0,0,1,0,0,0,0,4471.311397508681
8414,8862,35,160.4,59.2,4,3457,5.0,0.93,2023-06-12,305.0,5000.0,0,1,1,0,0,1,0,0,3517.4989869753545
8415,8863,37,174.8,44.5,2,2813,2.0,0.37,2023-10-02,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
8416,8864,29,165.7,46.9,4,3378,3.0,0.41,2023-06-01,454.0,81.46,1,0,1,0,0,1,0,0,20532.090870841832
8417,8865,53,180.1,41.4,2,4027,3.0,0.83,2025-01-09,354.0,581.98,0,1,1,0,1,0,0,0,13371.406820953784
8418,8866,71,168.1,63.4,1,3430,3.0,0.48,2024-06-26,574.0,5000.0,1,0,0,1,0,0,1,0,15326.189605642368
8419,8867,32,154.7,65.0,0,3984,3.0,0.14,2023-08-14,574.0,686.74,0,1,0,1,1,0,0,0,500.0
8420,8868,25,166.4,89.5,0,1349,3.0,0.73,2021-07-28,574.0,10000.0,1,0,0,1,1,0,0,0,500.0
8421,8869,52,163.6,50.4,3,1723,3.0,0.71,2024-04-21,604.0,1061.22,0,1,1,0,0,0,0,1,13417.191990933889
8422,8870,40,172.3,55.1,3,4613,0.0,0.43,2021-12-17,495.0,5000.0,1,0,1,0,0,1,0,0,500.0
8423,8871,45,174.9,66.9,0,1979,3.0,0.99,2024-08-04,521.0,5000.0,0,1,0,1,0,0,0,0,9841.046801283816
8424,8872,34,167.1,83.5,1,2303,3.0,0.7,2023-09-29,574.0,5000.0,1,0,1,0,0,0,0,1,500.0
8425,8874,72,177.4,84.7,3,3927,3.0,0.79,2022-12-14,574.0,5000.0,0,1,0,1,1,0,0,0,500.0
8426,8875,33,162.2,71.0,1,4385,3.0,0.75,2020-12-23,574.0,5000.0,1,0,0,1,0,0,0,1,500.0
8427,8876,71,169.8,86.2,0,3643,3.0,0.66,2020-11-17,565.0,5000.0,0,1,0,1,0,0,1,0,500.0
8428,8877,29,149.2,73.2,3,2840,3.0,0.56,2023-06-07,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
8429,8878,63,174.8,77.7,3,3459,4.0,0.06,2021-11-05,715.0,10000.0,1,0,1,0,0,0,0,1,500.0
8430,8879,66,167.9,64.5,1,705,3.0,0.64,2025-04-21,574.0,10000.0,1,0,1,0,0,0,1,0,500.0
8431,8880,48,172.8,62.7,0,2704,2.0,0.46,2020-02-16,574.0,10000.0,1,0,0,1,1,0,0,0,19015.66329577453
8432,8881,26,171.9,65.5,4,500,0.0,0.24,2024-09-14,688.0,5000.0,0,1,1,0,0,1,0,0,7437.885976881429
8433,8882,30,175.4,62.8,2,2743,3.0,0.45,2025-01-17,574.0,5000.0,1,0,1,0,0,0,1,0,8624.727693568251
8434,8883,41,181.8,71.6,1,1437,1.0,0.53,2024-07-21,574.0,452.81,0,1,0,1,0,0,0,1,500.0
8435,8884,35,163.1,48.6,0,1945,3.0,0.52,2024-04-03,709.0,5000.0,0,1,0,1,1,0,0,0,2739.653595567499
8436,8885,35,166.6,80.6,3,5116,0.0,0.88,2022-05-13,314.0,5000.0,1,0,1,0,0,0,0,0,4950.289866967167
8437,8886,57,163.8,65.5,0,1903,3.0,0.94,2021-11-06,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
8438,8887,21,173.4,88.0,2,2315,3.0,0.07,2024-03-21,636.0,5000.0,0,1,0,1,0,0,0,0,27364.071979913584
8439,8889,50,174.1,86.7,3,3420,3.0,0.07,2020-02-01,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
8440,8890,56,178.8,104.5,1,2228,3.0,0.22,2020-12-28,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
8441,8891,24,179.1,61.4,1,500,3.0,0.18,2023-06-14,745.0,971.14,0,1,1,0,0,0,0,1,1911.83976028255
8442,8892,44,168.5,77.5,4,3737,3.0,0.95,2023-03-16,574.0,5000.0,0,1,0,1,0,0,0,0,2720.7954673714944
8443,8893,40,169.9,59.2,2,4012,3.0,0.28,2022-02-07,821.0,517.7,1,0,0,1,1,0,0,0,2975.27698276154
8444,8894,69,168.7,86.6,4,1572,3.0,0.97,2023-02-16,574.0,5000.0,0,1,0,1,0,0,0,0,15747.703651790183
8445,8895,47,178.0,54.0,0,2815,3.0,0.44,2023-09-04,574.0,5000.0,1,0,0,1,1,0,0,0,24839.09705585206
8446,8896,58,179.9,63.3,3,500,0.0,0.6,2022-04-11,479.0,10000.0,1,0,1,0,0,0,0,0,7502.0290910087215
8447,8897,53,171.2,66.0,2,2566,3.0,0.84,2020-10-29,326.0,10000.0,0,1,1,0,0,1,0,0,500.0
8448,8898,23,187.7,59.8,0,2821,3.0,0.13,2023-04-16,574.0,5000.0,1,0,1,0,1,0,0,0,500.0
8449,8900,69,174.8,58.6,3,2422,1.0,0.22,2022-12-26,574.0,5000.0,1,0,1,0,0,0,0,0,500.0
8450,8901,50,153.4,71.7,0,742,3.0,0.53,2024-09-21,648.0,831.63,0,1,1,0,1,0,0,0,500.0
8451,8902,47,179.1,66.8,2,2956,3.0,0.41,2024-11-26,627.0,5000.0,1,0,1,0,0,0,0,1,500.0
8452,8903,32,161.3,48.8,4,500,3.0,0.7,2023-11-09,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
8453,8904,24,166.1,78.1,1,500,3.0,0.55,2020-08-06,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
8454,8905,27,193.7,67.4,3,988,4.0,0.18,2023-07-14,689.0,10000.0,1,0,1,0,0,0,1,0,10746.379536613907
8455,8906,57,172.0,74.0,2,1941,2.0,0.69,2024-05-11,354.0,10000.0,1,0,1,0,1,0,0,0,500.0
8456,8908,41,178.6,61.6,0,4352,3.0,0.9,2020-04-20,574.0,10000.0,0,1,0,1,1,0,0,0,500.0
8457,8909,62,160.7,60.1,1,3325,0.0,0.54,2023-09-30,728.0,1008.32,0,1,0,1,1,0,0,0,9699.6828662034
8458,8910,55,170.6,98.1,1,2604,3.0,0.17,2024-05-04,574.0,5000.0,0,1,1,0,0,1,0,0,500.0
8459,8911,64,169.9,58.5,2,2862,3.0,0.82,2023-07-21,574.0,5000.0,0,1,1,0,0,1,0,0,4742.454849934286
8460,8912,49,175.5,99.2,0,2934,3.0,0.61,2023-09-27,574.0,1171.33,1,0,1,0,0,1,0,0,500.0
8461,8913,51,169.2,59.9,4,1630,3.0,0.62,2021-12-01,533.0,1018.74,0,1,0,1,1,0,0,0,500.0
8462,8914,65,174.7,79.8,0,2468,3.0,0.09,2022-04-09,517.0,10000.0,0,1,1,0,1,0,0,0,500.0
8463,8915,23,166.4,81.2,1,2465,5.0,0.24,2021-03-24,574.0,5000.0,0,1,0,1,0,0,0,1,7612.346808026411
8464,8916,33,178.8,69.1,1,3385,3.0,0.12,2020-12-16,739.0,5000.0,0,1,1,0,0,0,0,0,16506.253844160005
8465,8917,34,162.6,66.1,4,2187,3.0,0.49,2023-04-08,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
8466,8918,62,177.3,66.7,1,2974,4.0,0.54,2024-01-11,402.0,5000.0,1,0,1,0,1,0,0,0,17284.75460079077
8467,8919,32,175.3,70.6,3,2569,3.0,0.7,2021-06-08,656.0,5000.0,0,1,0,1,0,1,0,0,13041.60670888294
8468,8920,38,157.3,90.6,0,581,3.0,0.9,2020-03-12,574.0,10000.0,1,0,1,0,0,0,0,1,500.0
8469,8921,53,170.5,85.7,3,892,0.0,0.18,2020-04-11,527.0,5000.0,0,1,0,1,0,0,0,1,500.0
8470,8922,42,181.4,57.1,2,4386,3.0,0.42,2020-02-21,447.0,994.94,0,1,1,0,0,0,0,1,5597.117380937097
8471,8923,69,172.0,72.5,2,3653,3.0,0.32,2020-06-11,574.0,1162.33,1,0,1,0,0,0,1,0,25647.198408622226
8472,8924,71,176.5,61.0,2,2137,3.0,0.56,2022-07-06,661.0,10000.0,0,1,0,1,0,0,0,1,500.0
8473,8925,47,185.4,68.0,3,3772,2.0,0.64,2020-07-17,574.0,5000.0,0,1,0,1,0,1,0,0,500.0
8474,8926,56,178.3,75.2,1,4294,3.0,0.3,2022-02-26,829.0,1109.7,0,1,0,1,0,0,0,1,500.0
8475,8928,31,162.1,74.6,0,546,3.0,0.97,2023-08-01,574.0,5000.0,0,1,1,0,0,0,0,0,500.0
8476,8929,51,172.5,47.4,2,3323,1.0,0.24,2020-12-30,719.0,534.17,0,1,1,0,1,0,0,0,500.0
8477,8930,24,154.4,54.9,4,4512,2.0,0.06,2025-03-11,574.0,5000.0,1,0,1,0,0,0,1,0,17261.859651774717
8478,8931,50,163.1,50.0,4,661,4.0,0.74,2020-09-13,574.0,10000.0,1,0,1,0,0,0,0,1,500.0
8479,8932,46,181.1,85.7,2,559,4.0,0.09,2022-03-14,598.0,10000.0,1,0,0,1,1,0,0,0,4126.85204205896
8480,8933,43,165.1,63.6,3,1211,3.0,0.4,2024-04-18,681.0,5000.0,1,0,0,1,0,0,1,0,4340.474254382904
8481,8934,23,174.0,80.8,4,5085,2.0,0.04,2020-07-25,824.0,5000.0,1,0,0,1,0,0,0,1,33262.770065909914
8482,8935,50,156.0,76.8,0,2255,3.0,0.2,2025-03-29,574.0,10000.0,0,1,0,1,1,0,0,0,500.0
8483,8936,55,150.3,71.2,1,2024,2.0,0.07,2024-03-21,574.0,5000.0,0,1,1,0,0,0,1,0,500.0
8484,8937,50,170.0,66.3,4,2905,2.0,0.55,2022-10-08,677.0,10000.0,0,1,1,0,0,0,0,0,20701.2784050126
8485,8938,26,159.0,70.8,4,3908,3.0,0.2,2023-06-14,574.0,5000.0,0,1,1,0,0,0,0,1,16154.586356629814
8486,8939,41,168.3,70.4,1,2732,3.0,0.79,2024-05-11,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
8487,8940,41,177.7,65.3,1,3844,1.0,0.97,2022-03-16,574.0,973.19,1,0,0,1,0,0,0,1,26279.126567571133
8488,8941,68,158.8,73.8,2,1904,3.0,0.87,2023-04-18,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
8489,8942,61,171.6,52.4,1,2885,1.0,0.22,2021-03-22,482.0,10000.0,1,0,0,1,0,1,0,0,29328.14929190406
8490,8943,21,167.2,77.5,0,1673,3.0,0.32,2022-11-23,738.0,5000.0,1,0,1,0,0,0,0,0,4525.304660872442
8491,8945,21,171.1,30.0,2,1222,1.0,0.81,2021-08-02,574.0,5000.0,1,0,1,0,0,0,1,0,6302.7504674913125
8492,8947,33,189.1,72.2,3,3262,3.0,0.16,2023-05-13,574.0,10000.0,1,0,0,1,0,1,0,0,17326.439775361636
8493,8948,75,177.8,77.0,1,2725,3.0,0.54,2020-01-16,574.0,5000.0,0,1,1,0,1,0,0,0,500.0
8494,8949,52,173.7,89.4,3,4884,3.0,0.45,2024-06-28,574.0,10000.0,0,1,0,1,0,0,0,1,15609.249693471507
8495,8950,20,157.2,44.6,3,3856,3.0,0.98,2021-09-05,528.0,5000.0,1,0,1,0,0,0,1,0,14660.276518517456
8496,8951,74,174.5,88.0,3,940,3.0,0.5,2024-03-23,605.0,10000.0,1,0,1,0,0,0,0,0,500.0
8497,8952,37,167.0,66.0,3,1408,3.0,0.94,2021-03-03,574.0,670.91,1,0,1,0,0,1,0,0,14253.64555276341
8498,8953,65,168.1,67.0,2,1979,1.0,0.91,2023-09-18,800.0,5000.0,1,0,0,1,0,0,0,0,21743.29985317247
8499,8955,52,150.7,89.4,3,1161,5.0,0.76,2022-06-20,574.0,10000.0,1,0,1,0,0,0,0,1,500.0
8500,8956,53,156.6,59.2,2,1580,5.0,0.48,2024-02-06,474.0,5000.0,1,0,1,0,0,0,0,1,500.0
8501,8957,58,178.0,64.0,0,760,3.0,0.97,2021-08-16,574.0,5000.0,0,1,0,1,0,0,1,0,500.0
8502,8958,31,151.3,63.7,0,2574,3.0,0.91,2020-04-08,505.0,5000.0,0,1,1,0,0,1,0,0,500.0
8503,8959,27,175.6,77.4,3,3337,3.0,0.55,2023-08-08,398.0,713.3,0,1,0,1,0,0,1,0,24537.63196846586
8504,8960,49,167.1,58.2,0,1706,3.0,0.88,2020-12-30,574.0,5000.0,1,0,0,1,0,0,0,0,20615.402202559195
8505,8961,36,164.7,103.9,2,1139,5.0,0.14,2024-12-12,730.0,5000.0,1,0,0,1,0,0,0,0,2362.823376276072
8506,8962,57,188.4,82.1,0,3276,3.0,0.6,2021-04-04,574.0,5000.0,0,1,0,1,0,0,1,0,500.0
8507,8963,72,149.4,84.5,4,831,5.0,0.67,2020-01-03,366.0,5000.0,0,1,1,0,0,0,1,0,1084.3704010198248
8508,8964,66,181.5,88.8,2,2516,3.0,0.18,2024-06-18,574.0,5000.0,1,0,1,0,0,0,1,0,500.0
8509,8965,54,169.1,55.0,3,1987,2.0,0.01,2023-07-09,544.0,5000.0,1,0,1,0,0,0,0,0,500.0
8510,8966,26,166.3,52.9,1,2333,3.0,0.36,2025-04-24,574.0,10000.0,0,1,1,0,0,0,0,1,500.0
